2022-01-29T20:25:49+00:00
Running ./Lookup_benchmark
Run on (10 X 3200 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x10)
  L1 Instruction 32 KiB (x10)
  L2 Unified 1024 KiB (x10)
  L3 Unified 14080 KiB (x1)
Load Average: 0.85, 0.98, 0.99
***WARNING*** CPU scaling is enabled, the benchmark real time measurements may be noisy and will incur extra overhead.
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"Loadfactor","Totlookup","UnsuccesRatio"
"RHMurmur/0/4",1,0.886388,0.886351,s,,,,,,0.7,9.32068e+06,0
"RHMurmur/1/4",1,1.16055,1.16052,s,,,,,,0.7,1.11848e+07,0.25
"RHMurmur/2/4",1,1.8769,1.87686,s,,,,,,0.7,1.67772e+07,0.5
"RHMurmur/3/3",1,3.10703,3.10696,s,,,,,,0.5,3.35544e+07,0.75
"RHMurmur/4/3",1,72.0565,72.0554,s,,,,,,0.5,8.38861e+08,100
"RHMurmur/3/4",1,3.84889,3.84884,s,,,,,,0.7,3.35544e+07,0.75
"RHMurmur/4/4",1,94.8136,94.8122,s,,,,,,0.7,8.38861e+08,100
"RHMurmur/0/5",1,1.70548,1.70542,s,,,,,,0.9,9.32068e+06,0
"RHMurmur/1/5",1,2.40189,2.40185,s,,,,,,0.9,1.11848e+07,0.25
"RHMurmur/2/5",1,4.35286,4.35275,s,,,,,,0.9,1.67772e+07,0.5
"RHMurmur/3/5",1,9.96213,9.96197,s,,,,,,0.9,3.35544e+07,0.75
"RHMurmur/4/5",1,278.923,278.919,s,,,,,,0.9,8.38861e+08,100
"Chained8Mult/0/0",1,0.665418,0.665398,s,,,,,,0.25,9.32068e+06,0
"Chained8Mult/1/0",1,0.829819,0.829801,s,,,,,,0.25,1.11848e+07,0.25
"Chained8Mult/2/0",1,1.33762,1.3376,s,,,,,,0.25,1.67772e+07,0.5
"Chained8Mult/0/1",1,0.681407,0.681375,s,,,,,,0.35,9.32068e+06,0
"Chained8Mult/1/1",1,0.839056,0.839028,s,,,,,,0.35,1.11848e+07,0.25
"Chained8Mult/2/1",1,1.3292,1.32918,s,,,,,,0.35,1.67772e+07,0.5
"Chained8Mult/0/2",1,0.862263,0.86224,s,,,,,,0.45,9.32068e+06,0
"Chained8Mult/1/2",1,1.09113,1.09109,s,,,,,,0.45,1.11848e+07,0.25
"Chained8Mult/2/2",1,1.68323,1.68319,s,,,,,,0.45,1.67772e+07,0.5
"Chained8Mult/3/0",1,2.7894,2.78934,s,,,,,,0.25,3.35544e+07,0.75
"Chained8Mult/4/0",1,59.8426,59.8417,s,,,,,,0.25,8.38861e+08,100
"Chained8Mult/3/1",1,2.76798,2.76788,s,,,,,,0.35,3.35544e+07,0.75
"Chained8Mult/4/1",1,56.2605,56.2597,s,,,,,,0.35,8.38861e+08,100
"Chained8Mult/3/2",1,3.21748,3.21745,s,,,,,,0.45,3.35544e+07,0.75
"Chained8Mult/4/2",1,70.0902,70.0889,s,,,,,,0.45,8.38861e+08,100
"Chained8Murmur/0/0",1,0.954648,0.954615,s,,,,,,0.25,9.32068e+06,0
"Chained8Murmur/1/0",1,1.16882,1.16878,s,,,,,,0.25,1.11848e+07,0.25
"Chained8Murmur/2/0",1,1.79243,1.79237,s,,,,,,0.25,1.67772e+07,0.5
"Chained8Murmur/0/1",1,0.911177,0.911155,s,,,,,,0.35,9.32068e+06,0
"Chained8Murmur/1/1",1,1.10828,1.10825,s,,,,,,0.35,1.11848e+07,0.25
