2022-02-21T08:36:00+00:00
Running ./DenseLookup
Run on (10 X 3200 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x10)
  L1 Instruction 32 KiB (x10)
  L2 Unified 1024 KiB (x10)
  L3 Unified 14080 KiB (x1)
Load Average: 0.27, 0.48, 0.68
***WARNING*** CPU scaling is enabled, the benchmark real time measurements may be noisy and will incur extra overhead.
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"Loadfactor","Totlookup","UnsuccesRatio"
"gabrielQPMult/1/4",1,0.783741,0.783732,s,,,,,,0.7,1.11848e+07,0.25
"gabrielQPMult/2/4",1,1.57707,1.57704,s,,,,,,0.7,1.67772e+07,0.5
"gabrielQPMult/3/3",1,2.44616,2.44611,s,,,,,,0.5,3.35544e+07,0.75
"gabrielQPMult/4/3",1,59.4985,59.4978,s,,,,,,0.5,8.38861e+08,100
"gabrielQPMult/3/4",1,3.73878,3.7387,s,,,,,,0.7,3.35544e+07,0.75
"gabrielQPMult/4/4",1,99.1472,99.1458,s,,,,,,0.7,8.38861e+08,100
"gabrielQPMult/0/5",1,0.884813,0.884783,s,,,,,,0.9,9.32068e+06,0
"gabrielQPMult/1/5",1,1.42462,1.42459,s,,,,,,0.9,1.11848e+07,0.25
"gabrielQPMult/2/5",1,2.94756,2.94748,s,,,,,,0.9,1.67772e+07,0.5
"gabrielQPMult/3/5",1,6.98256,6.98245,s,,,,,,0.9,3.35544e+07,0.75
"gabrielQPMult/4/5",1,191.243,191.24,s,,,,,,0.9,8.38861e+08,100
"gabrielQPMurmur/0/3",1,0.701896,0.701901,s,,,,,,0.5,9.32068e+06,0
"gabrielQPMurmur/1/3",1,0.944519,0.944507,s,,,,,,0.5,1.11848e+07,0.25
"gabrielQPMurmur/2/3",1,1.602,1.60195,s,,,,,,0.5,1.67772e+07,0.5
"gabrielQPMurmur/0/4",1,0.901004,0.90098,s,,,,,,0.7,9.32068e+06,0
"gabrielQPMurmur/1/4",1,1.23154,1.23152,s,,,,,,0.7,1.11848e+07,0.25
"gabrielQPMurmur/2/4",1,2.08416,2.08412,s,,,,,,0.7,1.67772e+07,0.5
"gabrielQPMurmur/3/3",1,3.34556,3.3455,s,,,,,,0.5,3.35544e+07,0.75
"gabrielQPMurmur/4/3",1,82.2304,82.2297,s,,,,,,0.5,8.38861e+08,100
"gabrielQPMurmur/3/4",1,4.40992,4.40985,s,,,,,,0.7,3.35544e+07,0.75
"gabrielQPMurmur/4/4",1,112.909,112.908,s,,,,,,0.7,8.38861e+08,100
"gabrielQPMurmur/0/5",1,1.27575,1.27574,s,,,,,,0.9,9.32068e+06,0
"gabrielQPMurmur/1/5",1,1.84864,1.84863,s,,,,,,0.9,1.11848e+07,0.25
"gabrielQPMurmur/2/5",1,3.36432,3.36423,s,,,,,,0.9,1.67772e+07,0.5
"gabrielQPMurmur/3/4",1,4.40992,7.80985,s,,,,,,0.9,3.35544e+07,0.75
"gabrielQPMurmur/4/5",1,206.512,206.51,s,,,,,,0.9,8.38861e+08,100
"gabrielRHMult/0/3",47743829,1.06957e-08,0.470136,s,,,,,,0.5,9.32068e+06,0
